ID	TOT_POP	CTYNAME
1001	1006	Autauga County
1003	4436	Baldwin County
1005	519	Barbour County
1007	377	Bibb County
1009	1186	Blount County
1011	199	Bullock County
1013	470	Butler County
1015	2388	Calhoun County
1017	762	Chambers County
1019	597	Cherokee County
1021	802	Chilton County
1023	358	Choctaw County
1025	569	Clarke County
1027	337	Clay County
1029	333	Cleburne County
1031	1041	Coffee County
1033	1324	Colbert County
1035	292	Conecuh County
1037	200	Coosa County
1039	1014	Covington County
1041	284	Crenshaw County
1043	1791	Cullman County
1045	1012	Dale County
1047	786	Dallas County
1049	1351	DeKalb County
1051	1231	Elmore County
1053	784	Escambia County
1055	2162	Etowah County
1057	405	Fayette County
1059	672	Franklin County
1061	626	Geneva County
1063	185	Greene County
1065	319	Hale County
1067	368	Henry County
1069	2207	Houston County
1071	1071	Jackson County
1073	12031	Jefferson County
1075	389	Lamar County
1077	2255	Lauderdale County
1079	627	Lawrence County
1081	1859	Lee County
1083	1471	Limestone County
1085	231	Lowndes County
1087	414	Macon County
1089	6511	Madison County
1091	475	Marengo County
1093	770	Marion County
1095	1961	Marshall County
1097	7268	Mobile County
1099	511	Monroe County
1101	4005	Montgomery County
1103	2436	Morgan County
1105	233	Perry County
1107	421	Pickens County
1109	566	Pike County
1111	564	Randolph County
1113	913	Russell County
1115	1533	St. Clair County
1117	3009	Shelby County
1119	284	Sumter County
1121	1529	Talladega County
1123	1008	Tallapoosa County
1125	3020	Tuscaloosa County
1127	1480	Walker County
1129	382	Washington County
1131	273	Wilcox County
1133	545	Winston County
2013	22	Aleutians East Borough
2016	15	Aleutians West Census Area
2020	2656	Anchorage Municipality
2050	139	Bethel Census Area
2060	14	Bristol Bay Borough
2068	9	Denali Borough
2070	43	Dillingham Census Area
2090	678	Fairbanks North Star Borough
2100	44	Haines Borough
2105	35	Hoonah-Angoon Census Area
2110	287	Juneau City and Borough
2122	831	Kenai Peninsula Borough
2130	160	Ketchikan Gateway Borough
2150	111	Kodiak Island Borough
2158	53	Kusilvak Census Area
2164	11	Lake and Peninsula Borough
2170	906	Matanuska-Susitna Borough
2180	73	Nome Census Area
2185	34	North Slope Borough
2188	63	Northwest Arctic Borough
2195	37	Petersburg Borough
2198	70	Prince of Wales-Hyder Census Area
2220	124	Sitka City and Borough
2230	9	Skagway Municipality
2240	66	Southeast Fairbanks Census Area
2261	71	Valdez-Cordova Census Area
2275	49	Wrangell City and Borough
2282	7	Yakutat City and Borough
2290	99	Yukon-Koyukuk Census Area
4001	1139	Apache County
4003	3166	Cochise County
4005	1599	Coconino County
4007	1822	Gila County
4009	628	Graham County
4011	172	Greenlee County
4012	1145	La Paz County
4013	71315	Maricopa County
4015	6722	Mohave County
4017	1822	Navajo County
4019	23220	Pima County
4021	8192	Pinal County
4023	906	Santa Cruz County
4025	7432	Yavapai County
4027	5551	Yuma County
5001	425	Arkansas County
5003	469	Ashley County
5005	1681	Baxter County
5007	3963	Benton County
5009	965	Boone County
5011	275	Bradley County
5013	133	Calhoun County
5015	653	Carroll County
5017	295	Chicot County
5019	524	Clark County
5021	422	Clay County
5023	885	Cleburne County
5025	213	Cleveland County
5027	563	Columbia County
5029	537	Conway County
5031	1698	Craighead County
5033	1107	Crawford County
5035	717	Crittenden County
5037	357	Cross County
5039	211	Dallas County
5041	248	Desha County
5043	431	Drew County
5045	1566	Faulkner County
5047	424	Franklin County
5049	327	Fulton County
5051	2724	Garland County
5053	334	Grant County
5055	818	Greene County
5057	448	Hempstead County
5059	724	Hot Spring County
5061	293	Howard County
5063	834	Independence County
5065	429	Izard County
5067	340	Jackson County
5069	1307	Jefferson County
5071	553	Johnson County
5073	171	Lafayette County
5075	433	Lawrence County
5077	203	Lee County
5079	264	Lincoln County
5081	277	Little River County
5083	487	Logan County
5085	1081	Lonoke County
5087	355	Madison County
5089	466	Marion County
5091	786	Miller County
5093	728	Mississippi County
5095	224	Monroe County
5097	332	Montgomery County
5099	218	Nevada County
5101	258	Newton County
5103	626	Ouachita County
5105	206	Perry County
5107	399	Phillips County
5109	272	Pike County
5111	533	Poinsett County
5113	527	Polk County
5115	1134	Pope County
5117	251	Prairie County
5119	6417	Pulaski County
5121	470	Randolph County
5123	410	St. Francis County
5125	2381	Saline County
5127	212	Scott County
5129	235	Searcy County
5131	2290	Sebastian County
5133	305	Sevier County
5135	589	Sharp County
5137	409	Stone County
5139	894	Union County
5141	557	Van Buren County
5143	2960	Washington County
5145	1557	White County
5147	166	Woodruff County
5149	498	Yell County
6001	24112	Alameda County
6003	21	Alpine County
6005	980	Amador County
6007	4747	Butte County
6009	1213	Calaveras County
6011	325	Colusa County
6013	18837	Contra Costa County
6015	543	Del Norte County
6017	3770	El Dorado County
6019	13439	Fresno County
6021	538	Glenn County
6023	2194	Humboldt County
6025	2995	Imperial County
6027	559	Inyo County
6029	10007	Kern County
6031	1799	Kings County
6033	1514	Lake County
6035	483	Lassen County
6037	158292	Los Angeles County
6039	2343	Madera County
6041	5728	Marin County
6043	486	Mariposa County
6045	1694	Mendocino County
6047	3504	Merced County
6049	247	Modoc County
6051	170	Mono County
6053	6587	Monterey County
6055	3017	Napa County
6057	2524	Nevada County
6059	53592	Orange County
6061	8682	Placer County
6063	446	Plumas County
6065	40690	Riverside County
6067	24015	Sacramento County
6069	823	San Benito County
6071	26257	San Bernardino County
6073	53540	San Diego County
6075	16760	San Francisco County
6077	10255	San Joaquin County
6079	6027	San Luis Obispo County
6081	13939	San Mateo County
6083	8504	Santa Barbara County
6085	29763	Santa Clara County
6087	3837	Santa Cruz County
6089	4125	Shasta County
6091	101	Sierra County
6093	1095	Siskiyou County
6095	7110	Solano County
6097	9179	Sonoma County
6099	8296	Stanislaus County
6101	2024	Sutter County
6103	1411	Tehama County
6105	388	Trinity County
6107	5899	Tulare County
6109	1514	Tuolumne County
6111	14736	Ventura County
6113	2977	Yolo County
6115	1010	Yuba County
8001	5374	Adams County
8003	226	Alamosa County
8005	8538	Arapahoe County
8007	291	Archuleta County
8009	143	Baca County
8011	141	Bent County
8013	4389	Boulder County
8014	964	Broomfield County
8015	498	Chaffee County
8017	39	Cheyenne County
8019	148	Clear Creek County
8021	208	Conejos County
8023	108	Costilla County
8025	78	Crowley County
8027	119	Custer County
8029	875	Delta County
8031	8630	Denver County
8033	53	Dolores County
8035	3135	Douglas County
8037	324	Eagle County
8039	275	Elbert County
8041	9523	El Paso County
8043	1174	Fremont County
8045	661	Garfield County
8047	54	Gilpin County
8049	175	Grand County
8051	146	Gunnison County
8053	19	Hinsdale County
8055	219	Huerfano County
8057	42	Jackson County
8059	9845	Jefferson County
8061	38	Kiowa County
8063	187	Kit Carson County
8065	91	Lake County
8067	757	La Plata County
8069	5246	Larimer County
8071	314	Las Animas County
8073	140	Lincoln County
8075	491	Logan County
8077	3231	Mesa County
8079	19	Mineral County
8081	190	Moffat County
8083	563	Montezuma County
8085	1058	Montrose County
8087	626	Morgan County
8089	534	Otero County
8091	68	Ouray County
8093	181	Park County
8095	143	Phillips County
8097	232	Pitkin County
8099	245	Prowers County
8101	3642	Pueblo County
8103	104	Rio Blanco County
8105	262	Rio Grande County
8107	237	Routt County
8109	114	Saguache County
8111	12	San Juan County
8113	63	San Miguel County
8115	79	Sedgwick County
8117	198	Summit County
8119	334	Teller County
8121	123	Washington County
8123	3399	Weld County
8125	268	Yuma County
9001	17688	Fairfield County
9003	18350	Hartford County
9005	4039	Litchfield County
9007	3554	Middlesex County
9009	17213	New Haven County
9011	5504	New London County
9013	2456	Tolland County
9015	2135	Windham County
10001	3339	Kent County
10003	9740	New Castle County
10005	5880	Sussex County
11001	8942	District of Columbia
12001	3743	Alachua County
12003	447	Baker County
12005	3602	Bay County
12007	633	Bradford County
12009	18044	Brevard County
12011	37015	Broward County
12013	324	Calhoun County
12015	8798	Charlotte County
12017	6761	Citrus County
12019	3142	Clay County
12021	15159	Collier County
12023	1395	Columbia County
12027	925	DeSoto County
12029	404	Dixie County
12031	13565	Duval County
12033	6263	Escambia County
12035	3583	Flagler County
12037	252	Franklin County
12039	905	Gadsden County
12041	373	Gilchrist County
12043	512	Glades County
12045	362	Gulf County
12047	264	Hamilton County
12049	499	Hardee County
12051	636	Hendry County
12053	6651	Hernando County
12055	4990	Highlands County
12057	22033	Hillsborough County
12059	498	Holmes County
12061	6402	Indian River County
12063	1112	Jackson County
12065	297	Jefferson County
12067	167	Lafayette County
12069	11347	Lake County
12071	23147	Lee County
12073	3603	Leon County
12075	1052	Levy County
12077	131	Liberty County
12079	398	Madison County
12081	12481	Manatee County
12083	12694	Marion County
12085	6893	Martin County
12086	55822	Miami-Dade County
12087	1662	Monroe County
12089	1641	Nassau County
12091	4173	Okaloosa County
12093	940	Okeechobee County
12095	16391	Orange County
12097	4583	Osceola County
12099	47600	Palm Beach County
12101	14722	Pasco County
12103	29213	Pinellas County
12105	15987	Polk County
12107	1893	Putnam County
12109	4578	St. Johns County
12111	9307	St. Lucie County
12113	2792	Santa Rosa County
12115	19609	Sarasota County
12117	7950	Seminole County
12119	6574	Sumter County
12121	1101	Suwannee County
12123	501	Taylor County
12125	217	Union County
12127	16040	Volusia County
12129	389	Wakulla County
12131	1259	Walton County
12133	523	Washington County
13001	322	Appling County
13003	112	Atkinson County
13005	177	Bacon County
13007	80	Baker County
13009	747	Baldwin County
13011	315	Banks County
13013	871	Barrow County
13015	1427	Bartow County
13017	325	Ben Hill County
13019	382	Berrien County
13021	2846	Bibb County
13023	286	Bleckley County
13025	309	Brantley County
13027	344	Brooks County
13029	355	Bryan County
13031	909	Bulloch County
13033	372	Burke County
13035	399	Butts County
13037	99	Calhoun County
13039	544	Camden County
13043	186	Candler County
13045	1654	Carroll County
13047	1340	Catoosa County
13049	210	Charlton County
13051	4697	Chatham County
13053	50	Chattahoochee County
13055	487	Chattooga County
13057	2809	Cherokee County
13059	1369	Clarke County
13061	70	Clay County
13063	2354	Clayton County
13065	121	Clinch County
13067	8339	Cobb County
13069	583	Coffee County
13071	765	Colquitt County
13073	1885	Columbia County
13075	319	Cook County
13077	1828	Coweta County
13079	236	Crawford County
13081	514	Crisp County
13083	326	Dade County
13085	441	Dawson County
13087	575	Decatur County
13089	8317	DeKalb County
13091	379	Dodge County
13093	240	Dooly County
13095	1615	Dougherty County
13097	1394	Douglas County
13099	253	Early County
13101	82	Echols County
13103	651	Effingham County
13105	528	Elbert County
13107	428	Emanuel County
13109	236	Evans County
13111	729	Fannin County
13113	1941	Fayette County
13115	1993	Floyd County
13117	2513	Forsyth County
13119	552	Franklin County
13121	11714	Fulton County
13123	708	Gilmer County
13125	65	Glascock County
13127	1717	Glynn County
13129	867	Gordon County
13131	487	Grady County
13133	386	Greene County
13135	8044	Gwinnett County
13137	969	Habersham County
13139	3258	Hall County
13141	192	Hancock County
13143	568	Haralson County
13145	560	Harris County
13147	679	Hart County
13149	204	Heard County
13151	2492	Henry County
13153	2305	Houston County
13155	200	Irwin County
13157	895	Jackson County
13159	248	Jasper County
13161	233	Jeff Davis County
13163	323	Jefferson County
13165	182	Jenkins County
13167	189	Johnson County
13169	533	Jones County
13171	360	Lamar County
13173	151	Lanier County
13175	1027	Laurens County
13177	303	Lee County
13179	466	Liberty County
13181	182	Lincoln County
13183	140	Long County
13185	1532	Lowndes County
13187	525	Lumpkin County
13189	418	McDuffie County
13191	310	McIntosh County
13193	193	Macon County
13195	480	Madison County
13197	155	Marion County
13199	419	Meriwether County
13201	182	Miller County
13205	418	Mitchell County
13207	515	Monroe County
13209	162	Montgomery County
13211	378	Morgan County
13213	563	Murray County
13215	3273	Muscogee County
13217	1357	Newton County
13219	525	Oconee County
13221	302	Oglethorpe County
13223	1492	Paulding County
13225	451	Peach County
13227	582	Pickens County
13229	342	Pierce County
13231	309	Pike County
13233	746	Polk County
13235	243	Pulaski County
13237	482	Putnam County
13239	67	Quitman County
13241	475	Rabun County
13243	197	Randolph County
13245	3260	Richmond County
13247	1275	Rockdale County
13249	75	Schley County
13251	252	Screven County
13253	207	Seminole County
13255	1214	Spalding County
13257	545	Stephens County
13259	121	Stewart County
13261	574	Sumter County
13263	117	Talbot County
13265	50	Taliaferro County
13267	369	Tattnall County
13269	167	Taylor County
13271	361	Telfair County
13273	202	Terrell County
13275	890	Thomas County
13277	713	Tift County
13279	512	Toombs County
13281	520	Towns County
13283	137	Treutlen County
13285	1162	Troup County
13287	187	Turner County
13289	200	Twiggs County
13291	797	Union County
13293	547	Upson County
13295	1291	Walker County
13297	1375	Walton County
13299	755	Ware County
13301	138	Warren County
13303	397	Washington County
13305	561	Wayne County
13307	66	Webster County
13309	115	Wheeler County
13311	685	White County
13313	1669	Whitfield County
13315	197	Wilcox County
13317	256	Wilkes County
13319	214	Wilkinson County
13321	400	Worth County
15001	3771	Hawaii County
15003	20850	Honolulu County
15005	8	Kalawao County
15007	1364	Kauai County
15009	2741	Maui County
16001	6172	Ada County
16003	103	Adams County
16005	1323	Bannock County
16007	153	Bear Lake County
16009	239	Benewah County
16011	770	Bingham County
16013	325	Blaine County
16015	139	Boise County
16017	920	Bonner County
16019	1640	Bonneville County
16021	253	Boundary County
16023	64	Butte County
16025	19	Camas County
16027	2844	Canyon County
16029	163	Caribou County
16031	441	Cassia County
16033	20	Clark County
16035	250	Clearwater County
16037	116	Custer County
16039	402	Elmore County
16041	235	Franklin County
16043	269	Fremont County
16045	446	Gem County
16047	341	Gooding County
16049	484	Idaho County
16051	359	Jefferson County
16053	367	Jerome County
16055	3048	Kootenai County
16057	553	Latah County
